stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
639,"LESK01","Leśnych Skrzatów",52.4124386400,16.8500791800,A
2546,"TULES03","Tulce/Leśna",52.3447680000,17.0739390000,B
1369,"ROMI02","Rondo Minikowo",52.3559338200,16.9431014900,A
126,"PLWI42","Pl. Wielkopolski",52.4103531800,16.9308266000,A
2274,"WEJWO02","Wierzonka/Jednostka Wojskowa",52.4852556000,17.0806318700,C
2076,"CDOKR01","Ceradz Dolny/Okrężna",52.4259392600,16.5774834100,C
1456,"MACZ02","Maczka",52.4237774900,16.9142029800,A
1082,"SIEL72","Sielska",52.3840502200,16.8870422900,A
1189,"KZTDW01","Koziegłowy/Taczaka II",52.4437297100,17.0028496100,B
271,"GOOBO02","Golęczewo/Obornicka",52.5350930700,16.8354304500,C
2436,"PKWIO01","Paczkowo/Wiosenna",52.4000996100,17.1590690700,C
994,"LANG01","Lange",52.3558960200,16.8335377800,A
2150,"TUKRO02","Tulce/Krótka",52.3426690000,17.0762610000,B
1881,"RKMIC01","Rokietnica/Mickiewicza",52.5158567900,16.7396183900,B
2414,"JSSOL01","Jasin/Sołecka",52.4076980000,17.0986540000,B
508,"LUSZ01","Lutycka Szpital",52.4412379000,16.9072570100,A
938,"LUDEB01","Luboń/Dębiecka",52.3531999753,16.9016322504,B
1586,"IPNZ02","IPN",52.3795993700,16.9145704300,A
1089,"SSKA02","Szymborska",52.3930640200,16.8885300600,A
3151,"BRKA02","Brneńska",52.3935290000,16.9632550000,A
1740,"PLSKR01","Plewiska/Skryta",52.3716588700,16.8169676000,B
694,"DOOSR01","Dopiewo/Ośrodek Zdrowia",52.3591770600,16.6825271300,C
954,"KOJAL02","Komorniki/Jałowcowa",52.3341394829,16.8299252499,B
2431,"PKSAR01","Paczkowo/1 (Sarbinowska)",52.4052040000,17.1577180000,C
134,"ROSR43","Rondo Śródka",52.4095338300,16.9562091400,A
222,"OSTY41","Os. Tysiąclecia",52.3922581500,16.9722808200,A
1006,"CEDZ01","Cedzyńska",52.3675095800,16.8491513400,A
1992,"SIPRO01","Sierosław/Prosta",52.4026089100,16.6700099800,C
2087,"TPOKR02","Tarnowo Pdg/Okrężna",52.4700622700,16.6502600700,C
1365,"ZAKL01","Zaklikowska",52.3486860100,16.9411966200,A
672,"SKGIM01","Skórzewo/Kozierowskiego Szkoła",52.3907040000,16.7777900000,B
1820,"TURY01","Turystyczna",52.4824680000,16.7805680000,A
1686,"UE71","Uniwersytet Ekonomiczny",52.4060300000,16.9169800000,A
1096,"PALM02","Palmiarnia",52.4011323300,16.9000809700,A
1079,"CZNZ01","Częstochowska",52.3841036300,16.8830213000,A
2021,"NAKOK02","Napachanie/Kokoszczyńska",52.4837319011,16.7188007976,B
2413,"JSSOL02","Jasin/Sołecka",52.4077050000,17.0983890000,B
1197,"KZSZK04","Koziegłowy/Szkoła",52.4466610000,16.9907670000,B
2989,"RETM01","Retmańska",52.4783993335,16.7708064509,A
2065,"LKDOP02","Lusówko/Dopiewska",52.4283745700,16.6455222800,C
2199,"CEOPP01","Czerwonak/Os. Przylesie PKM",52.4805430700,16.9785901400,B
3977,"LENA41","Lechicka/Naramowicka",52.4404052043,16.9463329099,A
2674,"XLPET01","Kromolice/Pętla",52.2691747453,17.1696738743,C
3219,"GSWSP02","Gołuski/Wspólna",52.3599093333,16.7523004665,C
1884,"KSPET02","Krzyszkowo/Pętla",52.5242490756,16.7312266659,B
3172,"DOKAS01","Dopiewo/Kasztanowa",52.3645349506,16.6709272619,C
276,"ZOCED02","Złotkowo/Cedrowa",52.5088791200,16.8369692000,B
1744,"PLBOI02","Plewiska/Boisko",52.3678400000,16.8013800000,B
2110,"TUOSP01","Tulce/Przylesie",52.3461490600,17.0621922600,B
4089,"SMIG02","Śmigi",52.3482665045,16.9651192881,A
1241,"SDPRZ01","Swarzędz/Przybylskiego",52.4011260698,17.0557454849,B
2481,"UZPAL01","Uzarzewo/Pętla (Pałac)",52.4533680000,17.1235590000,C
2181,"OWKSP01","Owińska/Ks. Piotrowskiego",52.5170894900,16.9744112600,C
2260,"KCROL01","Kicin/Rolna",52.4698016800,17.0257464600,B
2026,"TPKAW02","Tarnowo Pdg/Karolewo II",52.4720947394,16.6960298772,C
4078,"LAUD02","Laudańska",52.3944860431,16.8374220921,A
2323,"MAJED02","Markowice/I",52.3009852400,17.2180668600,B
1981,"LWGRZ02","Lusowo/Grzybowa",52.4192304600,16.7180372500,C
4010,"LISOW02","Lisówki/Sowia",52.3208834000,16.6597853000,C
616,"PLOT01","Przelot",52.4262619600,16.8599110000,A
3902,"UNLU04","Unii Lubelskiej",52.3721440700,16.9504207500,A
1080,"GORC30","Górczyn PKM",52.3818397800,16.8814533600,A
1231,"SCDZ02","Schronisko Dla Zwierząt",52.3891142900,17.0251558600,A
765,"MARC03","Marcelińska",52.4039261400,16.8753788800,A
1069,"TACZ02","Taczanowskiego",52.3915854300,16.8677131200,A
2965,"KOKOL01","Komorniki/Kolejowa",52.3523200000,16.8274218800,B
932,"LUWPL01","Luboń/Wojska Polskiego",52.3426829913,16.8749653334,B
1465,"OJAG02","Os. Jagiellońskie",52.3940101100,16.9564066300,A
2749,"SCTRZ01","Szczodrzykowo/Poznańska",52.2931570100,17.1068273600,C
2835,"SWRZ01","Świerzawska",52.4055360000,16.8615510000,A
1691,"SZOO71","Stare Zoo",52.4082919200,16.9086570300,A
4163,"KOTUL02","Komorniki/Tulipanowa",52.3480100000,16.8142300000,B
2497,"JSRCZ01","Jasin/Rabowicka II",52.3986160000,17.1053770000,B
2701,"TBWIE01","Trzebisławki/Wieś",52.2481887117,17.1379893857,C
1702,"JUNI43","Junikowo",52.3838300000,16.8356600000,A
1663,"SOB26","Os. Sobieskiego",52.4652405040,16.9163750563,A
3573,"KLIM02","Klimontowska",52.3390660000,16.9213010000,A
2627,"JWWIE01","Jeziory Wielkie/Wieś",52.1837436700,17.1228305600,D
2486,"JASZY01","Janikowo/Szybowcowa",52.4400610000,17.0448080000,B
4296,"MIOSA01","Mieczewo/Osada",52.2307470300,16.9812935800,C
1758,"KOKSM02","Komorniki/Ks.Malinowskiego",52.3395108200,16.8004001400,B
632,"KLRA02","Kolorowa",52.4118094600,16.8650660500,A
2286,"CEZAL01","Czerwonak/Zalesie",52.4649436430,16.9910483270,B
671,"SKOSM01","Skórzewo/Os. Makowe",52.3899460000,16.7800680000,B
314,"SLKRA01","Suchy Las/Krańcowa",52.4813058000,16.8860568100,B
3643,"SARB01","Sarbinowska",52.3744067243,16.9640715011,A
2855,"GWTRZ02","Gowarzewo/Trzecka",52.3606316000,17.1377200300,B
2402,"LWJUT01","Lusowo/Jutrzenki",52.4430280000,16.6908610000,C
3893,"TADE01","Tadeuszak",52.3737100000,16.9524500000,A
1294,"BRDSZ01","Borówiec/Deszczowa",52.2806415700,17.0382476200,B
2601,"SYJEZ02","Skrzynki/Jeziorna",52.2667960500,17.0696519600,C
535,"LUDO02","Lutycka/Dojazd",52.4408859400,16.9015685900,A
4113,"SKWIO02","Skórzewo/Wiosenna",52.4001390000,16.7813300000,B
1876,"NASTA02","Napachanie/Starzyńska",52.4897370000,16.7317860000,B
3951,"TPMOD01","Tarnowo Pdg/Modrakowa",52.4752240000,16.6557620000,C
4080,"CMEP01","Cmentarna Parking",52.3901158738,16.8305450676,A
4506,"KRPOS03","Krosno/Piaskowa/Nektarowa",52.2275997396,16.8253504052,C
652,"BRZE02","Brzechwy",52.4077735600,16.8440425500,A
1695,"ROSK42","Rondo Skubiszewskiego",52.3898260000,16.8534270000,A
1093,"SOEJ01","Sczanieckiej",52.3949794400,16.8969889800,A
576,"NJEZ01","Nad Jeziorem",52.4732931600,16.7943800500,A
1799,"ROSTW02","Rosnówko/Stawnego",52.2993981384,16.7725330859,C
19,"NADW42","Nad Wierzbakiem",52.4213126600,16.9081035700,A
432,"RDWA02","Rdestowa",52.4892888700,16.9417493000,A
3104,"KNKSH02","Konarzewo/Ks. Hartlieba",52.3431159868,16.6952477264,C
1984,"ZKBUK03","Zakrzewo/Bukowska",52.4060262400,16.7173872600,C
1319,"BBOSZ01","Babki/Ośrodek Zdrowia",52.3136827700,16.9360199100,B
1476,"LI02","Os. Lecha I",52.3879597900,16.9684768100,A
1415,"OAK01","Os. Armii Krajowej",52.3815993700,16.9517949900,A
1643,"KINZ01","Krzesinki",52.3402166400,17.0125720900,A
1381,"SWAN04","Św. Antoniego",52.3645619996,16.9293026818,A
2115,"KXDRU02","Koninko/Drukarska",52.3194819500,17.0244374500,B
2119,"SCSAR01","Szczytniki/Sarnia",52.2994680000,17.0113330000,B
4457,"UPRA01","Uprawna",52.3602260000,17.0070370000,A
1805,"KOJEZ02","Komorniki/Jeziorna",52.3294114256,16.8016645160,B
4480,"WKSZK03","Więckowice/Szkoła",52.3966820000,16.6378520000,C
4469,"PMRBU02","Przeźmierowo/Rondo Bukowska",52.4146192731,16.7924557964,B
599,"BRAN01","Braniewska",52.4352589000,16.8216492500,A
788,"WINI02","Os. Winiary",52.4347906600,16.9087822900,A
1257,"DYMK03","Dymka",52.3932683700,16.9906881700,A
4179,"KASTO02","Kamionki/Stokrotkowa",52.2904669500,16.9747117000,B
4198,"TPSEZ01","Tarnowo Pdg/Sezamkowa",52.4733190000,16.6516740000,C
24,"ALSO41","Aleje Solidarności",52.4359483100,16.9202087300,A
2027,"TPKAI01","Tarnowo Pdg/Karolewo I",52.4688476559,16.6838991601,C
1000,"TRZE02","Trzebińska",52.3681974400,16.8424564600,A
755,"POLN01","Polna Szpital",52.4090092300,16.8935784100,A
1964,"TPDZI01","Tarnowo Pdg/Działkowa",52.4576954700,16.6905986000,C
1611,"CZ I01","Os. Czecha I",52.3829141900,16.9832447700,A
619,"PONZ01","Polska",52.4186600000,16.8729303300,A
1752,"GLSTW04","Głuchowo/Stawna",52.3465437186,16.7688141799,C
926,"LUOKR01","Luboń/Okrzei",52.3464174385,16.8869779900,B
377,"SOSZ01","Os. Sobieskiego Szkoła",52.4657475600,16.9065992000,A
2777,"PUNAD01","Puszczykowo/Nadwarciańska",52.2656695500,16.8728698200,C
3972,"SCSZK02","Szczodrzykowo/Szkoła",52.2844967703,17.1051685647,C
123,"WROC72","Wrocławska",52.4056098100,16.9323084800,A
158,"KORN41","Kórnicka",52.3987998700,16.9520989000,A
2129,"BRDEB01","Borówiec/Dębowa",52.2903510000,17.0450950000,B
2840,"JAWO01","Jawornicka",52.3871280000,16.8587280000,A
1108,"OZIM02","Ozimina",52.4277672700,16.9236348800,A
4056,"PLSTS01","Plewiska/Szkoła Nr 2",52.3734100000,16.8088000000,B
499,"SUSZ01","Suszki",52.4468964900,16.9140589000,A
591,"KRZY01","Krzyżowniki",52.4418011800,16.8075931300,A
1254,"ZELA02","Żelazna",52.3923997500,16.9985012200,A
2724,"JNPOZ02","Jankowice/Poznańska",52.4432831400,16.6333000500,C
2899,"SKSZA02","Skórzewo/Szarotkowa",52.3938650000,16.7963130000,B
286,"ZLWIE01","Złotniki/Wieś",52.4867062600,16.8311198800,B
4302,"MOLOG01","Mosina/Leszczyńska/Ogrodowa",52.2311358989,16.8387060001,C
4503,"DRPRZ02","Drużyna/Piaskowa",52.2113804451,16.8216462568,C
4504,"KRPOS01","Krosno/Piaskowa/Nektarowa",52.2259084334,16.8266785860,C
4464,"BIPRK01","Biedrusko/Park",52.5449516150,16.9471445759,B
291,"ZLZLO02","Złotniki/Złotnicka",52.4856637100,16.8546857500,B
4183,"ZEFDS02","Żerniki/Fabryczna DHL Supply Chain",52.3294024000,17.0356604400,B
117,"FRRY41","Fredry",52.4093200000,16.9192700000,A
1190,"KZTJE01","Koziegłowy/Taczaka I",52.4476466600,17.0011361900,B
2099,"GRPET02","Góra/Pętla",52.4854372400,16.6294331500,C
1592,"PAMI71","Pamiątkowa",52.3871000200,16.9161885900,A
2184,"OWKSP03","Owińska/Ks. Piotrowskiego",52.5165575700,16.9751442200,C
3584,"KOKOM02","Komorniki/Os. Kompozytorów ",52.3210729331,16.8053981795,B
1861,"MRSZA03","Mrowino/Szkoła",52.5144080000,16.6985220000,B
1136,"KATE01","Katedra",52.4100161100,16.9481008200,A
1966,"BTSKO01","Batorowo/Skośna",52.4206830000,16.7665960000,C
4092,"RYBI02","Rybitwy",52.4260555400,17.0640244800,A
2103,"KMSTO02","Kaźmierz/Storczykowa",52.5096283700,16.5890612400,C
1195,"KZPLY01","Koziegłowy/Pływalnia",52.4481570000,16.9922850000,B
1263,"KURL02","Kurlandzka",52.3917866300,16.9838163500,A
401,"STOI01","Stoińskiego",52.4517639100,16.9276784100,A
4350,"KDCEL02","Kórnik/Celichowskiego",52.2404226281,17.0992212667,C
550,"STGR02","Strzeszyn Grecki",52.4467820000,16.8742410000,A
3812,"COWSP01","Chomęcice/Wspólna",52.3292490000,16.7648296400,C
539,"PDNZ02","Podolańska",52.4367580000,16.8869810000,A
2699,"TBTDK02","Trzebisławki/DK",52.2431711996,17.1333555108,C
1454,"NADW01","Nad Wierzbakiem",52.4207927400,16.9083536100,A
1606,"LUBI01","Lubieńska",52.4483935200,16.8863468000,A
1056,"OPOL01","Opolska",52.3673960500,16.8956850100,A
3826,"FONA01","Folwarczna",52.3886700000,17.0093500000,A
1103,"OPL01","Os. Pod Lipami",52.4312643600,16.9366546100,A
364,"STRO02","Stróżyńskiego",52.4517175200,16.9038872100,A
1001,"KOWA02","Kowalewicka",52.3686819800,16.8458259200,A
55,"LUSZ42","Lutycka Szpital",52.4397183900,16.9099956200,A
483,"WISE01","Wilczak/Serbska",52.4314715500,16.9517450500,A
3300,"GRDLI02","Góra/Długa I",52.4829605800,16.6444787000,C
2463,"SDSKA01","Swarzędz/Skansen",52.4046070000,17.0583900000,B
4444,"KXLAZ03","Koninko/Lazurowa",52.3061156611,17.0212570593,B
424,"RUMA01","Rumiankowa",52.4750613500,16.9464343200,A
2847,"TRZE04","Trzebińska",52.3675406400,16.8408455400,A
1503,"RUSA02","Os. Rusa",52.3886043400,16.9913986800,A
9,"SOLA41","Sołacz",52.4235161000,16.9034093800,A
3065,"FV91","Fort Va",52.4428893646,16.9170539042,A
2250,"KXBYL02","Komorniki gm.Kleszczewo/Bylin",52.3263893400,17.1247081400,B
477,"WLOD02","Włodarska",52.4354973500,16.9470342300,A
638,"LESK02","Leśnych Skrzatów",52.4121380000,16.8519410000,A
448,"BURY01","Burysława",52.4587803100,16.9468127400,A
518,"TULO02","Tułodzieckiej",52.4519531800,16.8876748900,A
1009,"KOWI01","Kowalewicka Wiadukt",52.3610670800,16.8540189100,A
1697,"CMNA41","Cmentarna",52.3851815900,16.8390540000,A
2990,"RETM02","Retmańska",52.4784083265,16.7699357547,A
3672,"JKMLY01","Jankowo/Młyn",52.4556560000,17.1636080000,C
2467,"SDARM01","Swarzędz/Armii Poznań/Szkoła",52.3954310000,17.0683300000,B
4387,"PLSZA01","Plewiska/Szafran",52.3703600000,16.8035700000,B
1525,"SANT01","Sanocka",52.3611045100,16.9794658700,A
1557,"GOSP01","Gospodarska",52.3551389401,17.0291671133,A
165,"PLBE71","Pl. Bernardyński",52.4043220400,16.9370106900,A
384,"SZLI01","Szeligowskiego",52.4627051200,16.9179703700,A
400,"STOI04","Stoińskiego",52.4507071500,16.9287427700,A
968,"LUTRA02","Luboń/Traugutta",52.3442255186,16.8479147197,B
2422,"LOSAR02","Łowęcin/Sarbinowska",52.4187450000,17.1333030000,C
2659,"SCPKM02","Szczodrzykowo/Kórnik PKM",52.2807487000,17.1043487100,C
1265,"ZIEL01","Zieliniec",52.4150040000,17.0446980000,A
2007,"BNUNP01","Baranowo/Uniwersytet Przyrodniczy",52.4491390000,16.7833890000,B
530,"STNZ02","Instytut Genetyki",52.4471560000,16.8980240000,A
1355,"TARN02","Tarnobrzeska",52.3452016400,16.9183718600,A
1754,"GLTEC01","Głuchowo/Tęczowa",52.3449651909,16.7749975990,C
585,"REKR01","Rekreacyjna",52.4641255700,16.8004320300,A
2872,"POOSI02","Poklatki/Osiedle",52.3294866800,17.2034851800,B
50,"POLA42","Połabska",52.4348514000,16.9323765300,A
1055,"OPOL02","Opolska",52.3673783800,16.8970541200,A
1366,"ZAKL02","Zaklikowska",52.3494241300,16.9415749700,A
504,"PIAT01","Piątkowska",52.4416282200,16.9125521600,A
2532,"ZAOZA01","Zalasewo/Os. Zamoyskiego",52.3887230000,17.0686280000,B
3198,"KOWID01","Komorniki/Widokowa",52.3300860000,16.8189940000,B
312,"SLDZI01","Suchy Las/Teren Aktywnej Edukacji i Sportu",52.4866868400,16.8796299900,B
2063,"LKBOS02","Lusówko/Bosmańska",52.4346758500,16.6448749500,C
1223,"BROW01","Browarna",52.3992266000,17.0181635400,A
360,"LEGO02","Łęgowskiego",52.4609955600,16.8927830700,A
610,"WICH01","Wichrowa",52.4322530000,16.8100220200,A
1804,"WABUK02","Walerianowo/Bukowa",52.3145562640,16.7701128455,C
3642,"KUWI02","Kurlandzka Wiadukt",52.3817347512,16.9788585797,A
2717,"SSNAL02","Środa Wielkopolska/Niedziałkowskiego/Almarco",52.2225346730,17.2811525082,C
4276,"MERA02","Meissnera",52.4182665932,16.8659927348,A
3801,"KCNOS01","Kicin/Nowe Osiedle",52.4679211589,17.0106463712,B
3691,"SARN01","Sarnia",52.4089180000,17.0445280000,A
2373,"CEUGM03","Czerwonak/Urząd Gminy",52.4716828700,16.9888792100,B
904,"LUPOD01","Luboń/Podgórna",52.3250799374,16.8793335721,B
2025,"TPKAW01","Tarnowo Pdg/Karolewo II",52.4720497675,16.6955133625,C
2139,"KXPIS01","Koninko/Pisarska",52.3068920832,17.0139077927,B
191,"WSPO42","Wspólna",52.3772857100,16.9074117500,A
2498,"JSEKO01","Jasin/Rabowicka Pętla",52.3980640000,17.1091890000,B
2270,"MELAK01","Mielno/Łąkowa",52.4921246300,17.0669669800,C
3872,"CZ I92","Os. Czecha I",52.3824467578,16.9834186667,A
129,"MAGA42","Małe Garbary",52.4108894900,16.9372306700,A
4167,"JUST02","Junikowo PKM",52.3775800000,16.8235800000,A
1967,"BTSKO02","Batorowo/Skośna",52.4205280000,16.7678250000,C
1224,"BROW02","Browarna",52.3994165700,17.0184791300,A
2419,"LOLIP02","Łowęcin/Lipowa",52.4136140000,17.1214650000,C
1950,"PMLES02","Przeźmierowo/Leśna",52.4310613477,16.7829814407,B
4523,"SFIII02","Świątniki/Śremska/Widokowa",52.2254109781,16.9656210453,C
2215,"GWJES01","Gowarzewo/Jesionowa",52.3532834800,17.1118970900,B
2496,"JSRCZ02","Jasin/Rabowicka II",52.3983900000,17.1064040000,B
1918,"ZOLIP02","Złotkowo/Lipowa",52.5071870500,16.8349642400,B
702,"ZKSWI02","Zakrzewo/Świerkowa",52.3987123100,16.7160926900,C
2844,"PLPLD01","Plewiska/Południowa",52.3738839200,16.8201127600,B
2427,"SBCHM02","Sarbinowo/I (Chmielna)",52.4193430000,17.1554820000,C
4470,"PMRBU01","Przeźmierowo/Rondo Bukowska",52.4147543644,16.7924853116,B
1985,"ZKZAK02","Zakrzewo/Zakrzewska",52.4057497300,16.7099908500,C
488,"SERB03","Serbska",52.4324866200,16.9455849500,A
3289,"UAMF92","UAM Wydział Fizyki",52.4651390000,16.9293840000,A
78,"DRZE41","Drzewieckiego",52.3968382200,16.8675472100,A
140,"SWMI41","Św. Michała",52.4090145800,16.9623295000,A
2051,"MT02","Most Teatralny",52.4100495400,16.9129050600,A
43,"PZEL42","Przełajowa",52.4251718300,16.9446484800,A
2628,"JWJWW02","Jeziory Wielkie/",52.1830491400,17.1330170100,D
3250,"KDTFP01","Kórnik/TFP",52.2569657332,17.0848769151,C
2935,"JSNZ02","Jaśkowiaka",52.4886400000,16.9153240000,A
3809,"PINA02","Piękna",52.4176452192,16.8761754536,A
2339,"UZSKR02","Uzarzewo/Skrzyżowanie",52.4604250000,17.1115410000,C
2602,"KDREJ01","Kórnik/Reja",52.2529472800,17.0821979700,C
1963,"TPMAR02","Tarnowo Pdg/Marianowska",52.4543602000,16.7016685800,C
1377,"SWAC01","Św. Antoniego Cmentarz",52.3629986400,16.9379452500,A
2967,"ZLOGP02","Złotniki/Os. Grzybowe PKM",52.4842624248,16.8448008738,B
1145,"ZAWA03","Zawady",52.4148157700,16.9571803800,A
537,"DOZD01","Dojazd",52.4356658500,16.9032891000,A
1459,"URBA02","Urbanowska",52.4217549800,16.9196918200,A
231,"RSTA45","Rondo Starołęka",52.3793126100,16.9426679000,A
2946,"OSIA03","Ostatnia",52.3725136784,16.8668044008,A
1677,"HEWI04","Hetmańska Wiadukt",52.3827155400,16.9280438000,A
2740,"RBSZE02","Robakowo/Szeroka",52.3068938600,17.0756328800,B
696,"DOKOS01","Dopiewo/Kościół",52.3579512700,16.6763361100,C
2213,"SWORZ02","Szewce/Orzechowa",52.3588011600,17.0960952400,B
1501,"OSZO02","Os. Zodiak",52.3912530400,16.9883900100,A
3545,"KOKSW05","Komorniki/Ks.Wawrzyniaka",52.3477530000,16.8016140000,B
1235,"BORO01","Borówki",52.3896412700,17.0317914200,A
2710,"PEPET01","Pętkowo/",52.2109009224,17.2551496815,C
2050,"LUOSK01","Luboń/Ośrodek Kultury",52.3283376170,16.8774888767,B
4085,"WARP02","Warpińska",52.4131062200,17.0482781600,A
4352,"PZJAG01","Pierzchno/Jagrol",52.2681175471,17.1474489839,C
827,"DOWI02","Dolna Wilda",52.3696606600,16.9157519700,A
800,"ZAME02","Zamek",52.4085773200,16.9176634700,A
1661,"POLW02","Półwiejska",52.3997682900,16.9283692100,A
2595,"SWKI01","Świątniczki",52.3357163000,17.0105503100,A
1743,"PLSTP02","Plewiska/Straż Pożarna",52.3653363700,16.8078368100,B
2064,"LKDOP01","Lusówko/Dopiewska",52.4280784300,16.6457201500,C
2569,"PDPAR02","Przebędowo/Park",52.5861815200,17.0140179600,C
2296,"LPLIP01","Lipowiec/",52.3182178400,17.1838974100,B
3273,"MOSGS01","Mosina/Śremska/GS",52.2344276202,16.8501135966,C
425,"RUMA02","Rumiankowa",52.4758266200,16.9462312300,A
775,"RYCE04","Rycerska",52.4040272400,16.8692931700,A
2095,"GRKRE01","Góra/Kręta",52.4793762900,16.6358483600,C
525,"TRUS02","Truskawiecka",52.4424310000,16.8866650000,A
1713,"ULAN01","Ułańska",52.3991892000,16.8941675000,A
367,"WRTV02","Wieża RTV",52.4573215300,16.9041604300,A
4027,"A-1EKS","WA1",52.4094710000,16.9938810000,A
2951,"KURP04","Kurpińskiego",52.4501790300,16.9201972700,A
2243,"BLSTB01","Bylin/Stacja benzynowa",52.3276985700,17.1606968700,B
187,"ROLN42","Rolna",52.3839405700,16.9183777900,A
4096,"SOB01","Os. Sobieskiego",52.4636932100,16.9164340900,A
617,"BUZA02","Bużańska",52.4234695100,16.8663402700,A
891,"PUZRO01","Puszczykowo/Źródlana",52.2932731600,16.8621866100,C
4546,"KXDRU04","Koninko/Drukarska",52.3184194468,17.0248136321,B
1058,"KACZ01","Kacza",52.3804992200,16.8621902600,A
1452,"SLAS01","Śląska",52.4242723400,16.9092110800,A
407,"OSCH01","Os. Chrobrego",52.4523531300,16.9119273400,A
423,"WDNZ01","Widłakowa",52.4722248500,16.9474484300,A
2638,"ZMKOS02","Zaniemyśl/Kościół",52.1516619700,17.1655036300,D
598,"CZKA02","Człopska",52.4350790000,16.8155120000,A
998,"SYCO02","Sycowska I",52.3643397200,16.8390925000,A
753,"KRAS02","Kraszewskiego",52.4086350800,16.9018666600,A
1210,"TERM01","Termalna",52.4091242700,16.9715842800,A
3281,"ARNI01","Arnikowa",52.4920666774,16.9424369132,A
2200,"CEOPP02","Czerwonak/Os. Przylesie PKM",52.4808199700,16.9787556700,B
3663,"SWMN71","Święty Marcin",52.4065150000,16.9244220000,A
667,"ROLW01","Rondo Ławickich Wydm",52.3968425900,16.8034918500,A
1824,"KCPET01","Kicin/Pętla",52.4655540800,17.0205516500,B
3658,"WOPO08","Wojska Polskiego",52.4282740000,16.8972540000,A
2082,"GBWIE02","Grzebienisko/Wierzbowa",52.4330965400,16.5304299400,C
509,"LUSZ02","Lutycka Szpital",52.4403618500,16.9081700400,A
1764,"PLSZK02","Plewiska/Szkoła Nr 1",52.3618800000,16.8084700000,B
1418,"OBOH02","Os. Bohaterów II Wojny Światowej",52.3828974700,16.9475344600,A
4008,"NARA71","Naramowice",52.4459420000,16.9452520000,A
1825,"KCSZK01","Kicin/Szkoła",52.4629347900,17.0185013200,B
3174,"DOWJE02","Dopiewo/Więckowska I",52.3683036141,16.6661015387,C
1842,"RKROL01","Rokietnica/Rolna",52.5076521200,16.7554776000,B
2640,"PSWIE02","Prusinowo/Wieś",52.1992802700,17.1265615400,C
2068,"LKGRA01","Lusówko/Grabowa",52.4334361600,16.6394221600,C
2429,"SBDOB02","Sarbinowo/II (Dobrepole)",52.4146250000,17.1549560000,C
2424,"LOPOP02","Łowęcin/II (Poprzeczna)",52.4198480000,17.1415980000,C
2859,"GWWAN01","Gowarzewo/Waniliowa",52.3639716100,17.1363878400,B
1388,"STAW01","Starołęcka Wiadukt",52.3505683100,16.9208113400,A
27,"KURP42","Kurpińskiego",52.4507481400,16.9194124100,A
2456,"SGPET01","Sokolniki Gwiazdowskie/Łubinowa",52.4147700000,17.1705440000,C
86,"MODW71","Most Dworcowy",52.4040015200,16.9110290500,A
795,"ALSO01","Aleje Solidarności",52.4362053000,16.9200216900,A
2392,"SDGRU01","Swarzędz/Cieszkowskiego",52.4133620000,17.0852100000,B
1035,"JESI02","Jesionowa",52.3699119500,16.8928968800,A
792,"OPW02","Os. Powstańców W-wy",52.4354680000,16.9137390000,A
751,"SZYL02","Szylinga",52.4078811500,16.9000950500,A
1076,"KORD04","Kordeckiego",52.3872202000,16.8804214000,A
1706,"GWAR42","Gwarna",52.4078930200,16.9213767300,A
940,"LUPSI01","Luboń/Park Siewcy",52.3332823344,16.8894425031,B
2127,"BRLAS01","Borówiec/Las",52.2926950000,17.0452120000,B
1778,"KOMAG02","Komorniki/Magazynowa",52.3454522855,16.8273869490,B
1698,"CMNA42","Cmentarna",52.3850653100,16.8391843000,A
20,"NADW41","Nad Wierzbakiem",52.4214233900,16.9080444000,A
2933,"RDWA03","Rdestowa",52.4897021710,16.9405774602,A
1873,"RKTRA01","Rokietnica/Trakt Napoleoński",52.5131591300,16.7310942900,B
1558,"SZWO01","Szczepankowo",52.3645901000,17.0093816800,A
3015,"SNSAS02","Sasinowo/",52.2606260785,16.9048198841,C
2236,"KLPOL01","Kleszczewo/Polna",52.3323756600,17.1913852400,B
2192,"OWPAL01","Owińska/Pałac",52.5136024200,16.9745204500,C
2560,"MGCME02","M. Goślina/Cmentarz",52.5712143600,17.0078878300,C
2206,"CESZK02","Czerwonak/Szkolna",52.4643364200,16.9817766500,B
60,"ZERO72","Żeromskiego",52.4155430100,16.8908253300,A
1038,"BOWE02","Bohaterów Westerplatte",52.3710210800,16.8856858500,A
4065,"KOTW01","Kotwicza",52.3553193046,16.9322837096,A
1320,"GLKO02","Głuszyna Kościół",52.3199695300,16.9510315300,A
4299,"KRKRN01","Krosno/Krosińska/Nadleśna",52.2290829711,16.8435612385,C
4093,"RYBI01","Rybitwy",52.4262086000,17.0639211800,A
422,"WDNZ02","Widłakowa",52.4725384800,16.9472832300,A
4226,"ZOWY01","Żołnierzy Wyklętych",52.4410442589,16.8652400991,A
3799,"MWOGR02","Miękowo/Ogrodowa",52.4973885992,16.9832120609,C
2291,"CEGAJ02","Czerwonak/Gajowa",52.4709255400,16.9953006700,B
1068,"JUGO01","Jugosłowiańska",52.3911291500,16.8659712900,A
900,"LULAS02","Luboń/Lasek",52.3216430000,16.8861590000,B
515,"OBOR02","Obornicka",52.4461120000,16.9081950000,A
